Obs_ID,Study_ID,Site_Name,Reference,Year,Journal,Country,Region,Climate_zone,Forest_type,Terrain_type,Biomass_level_ID,Sensor_LiDAR,OpticalName,SAR_names,LiDAnames,GEDI_used,GEDI_product,GEDI_metrics,Spatial_resolution_m,Resolution_class,Spatial_resol_ID,Sensor_combination,Data_fusion,Environm_variables,Environm_variables_Detail,Field_plots,AGB_unit,Model_category,Model_algorithm,Model_comparison,Best_model,Training_samples,Study_scale,R2,RMSE,r,Fisher_Z
M509,S304,Mondah_Gabon,"Migolet et al. 2022. Estimation of the total dry aboveground biomass in the tropical forests of Congo Basin using optical, LiDAR, and radar data. GIScience & Remote Sensing, 59(1), 431-460.",2022,GIScience & Remote Sensing,Gabon,Central-Africa,Tropical,Mixed forest,Flat / Lowland,High,Yes,SPOT,ALOS PALSAR,Airborne LiDAR,No,,,1.5,Very-high,1 â 5 m,Optical+SAR+LiDAR,Yes,,,75,Mg/ha,Statistical,MARS,Yes,No,45,Local,0.47,82.21,0.685565,0.839539
M510,S304,Mondah_Gabon,"Migolet et al. 2022. Estimation of the total dry aboveground biomass in the tropical forests of Congo Basin using optical, LiDAR, and radar data. GIScience & Remote Sensing, 59(1), 431-460.",2022,GIScience & Remote Sensing,Gabon,Central-Africa,Tropical,Mixed forest,Flat / Lowland,High,Yes,SPOT,ALOS PALSAR,Airborne LiDAR,No,,,1.5,Very-high,1 â 5 m,Optical+SAR+LiDAR,Yes,,,75,Mg/ha,Statistical,MARS,Yes,No,45,Local,0.12,120.42,0.34641,0.361358
M511,S304,Mondah_Gabon,"Migolet et al. 2022. Estimation of the total dry aboveground biomass in the tropical forests of Congo Basin using optical, LiDAR, and radar data. GIScience & Remote Sensing, 59(1), 431-460.",2022,GIScience & Remote Sensing,Gabon,Central-Africa,Tropical,Mixed forest,Flat / Lowland,High,Yes,SPOT,ALOS PALSAR,Airborne LiDAR,No,,,1.5,Very-high,1 â 5 m,Optical+SAR+LiDAR,Yes,,,75,Mg/ha,Statistical,MARS,Yes,No,45,Local,0.69,64.81,0.830662,1.190268
M512,S304,Mondah_Gabon,"Migolet et al. 2022. Estimation of the total dry aboveground biomass in the tropical forests of Congo Basin using optical, LiDAR, and radar data. GIScience & Remote Sensing, 59(1), 431-460.",2022,GIScience & Remote Sensing,Gabon,Central-Africa,Tropical,Mixed forest,Flat / Lowland,High,Yes,SPOT,ALOS PALSAR,Airborne LiDAR,No,,,1.5,Very-high,1 â 5 m,Optical+SAR+LiDAR,Yes,,,75,Mg/ha,Statistical,MARS,Yes,No,45,Local,0.84,45.23,0.916515,1.566798
M513,S304,Mondah_Gabon,"Migolet et al. 2022. Estimation of the total dry aboveground biomass in the tropical forests of Congo Basin using optical, LiDAR, and radar data. GIScience & Remote Sensing, 59(1), 431-460.",2022,GIScience & Remote Sensing,Gabon,Central-Africa,Tropical,Mixed forest,Flat / Lowland,High,Yes,SPOT,ALOS PALSAR,Airborne LiDAR,No,,,1.5,Very-high,1 â 5 m,Optical+SAR+LiDAR,Yes,,,75,Mg/ha,Statistical,MARS,Yes,No,45,Local,0.38,92.94,0.616441,0.719244
M514,S304,Mondah_Gabon,"Migolet et al. 2022. Estimation of the total dry aboveground biomass in the tropical forests of Congo Basin using optical, LiDAR, and radar data. GIScience & Remote Sensing, 59(1), 431-460.",2022,GIScience & Remote Sensing,Gabon,Central-Africa,Tropical,Mixed forest,Flat / Lowland,High,Yes,SPOT,ALOS PALSAR,Airborne LiDAR,No,,,1.5,Very-high,1 â 5 m,Optical+SAR+LiDAR,Yes,,,75,Mg/ha,Statistical,MARS,Yes,No,45,Local,0.44,88.89,0.663325,0.798728
M515,S304,Mondah_Gabon,"Migolet et al. 2022. Estimation of the total dry aboveground biomass in the tropical forests of Congo Basin using optical, LiDAR, and radar data. GIScience & Remote Sensing, 59(1), 431-460.",2022,GIScience & Remote Sensing,Gabon,Central-Africa,Tropical,Mixed forest,Flat / Lowland,High,Yes,SPOT,ALOS PALSAR,Airborne LiDAR,No,,,1.5,Very-high,1 â 5 m,Optical+SAR+LiDAR,Yes,,,75,Mg/ha,Statistical,MARS,Yes,No,45,Local,0.59,87.64,0.768115,1.015714
M516,S304,Mondah_Gabon,"Migolet et al. 2022. Estimation of the total dry aboveground biomass in the tropical forests of Congo Basin using optical, LiDAR, and radar data. GIScience & Remote Sensing, 59(1), 431-460.",2022,GIScience & Remote Sensing,Gabon,Central-Africa,Tropical,Mixed forest,Flat / Lowland,High,Yes,SPOT,ALOS PALSAR,Airborne LiDAR,No,,,1.5,Very-high,1 â 5 m,Optical+SAR+LiDAR,Yes,,,75,Mg/ha,Statistical,MARS,Yes,No,45,Local,0.86,52.61,0.927362,1.63921
M517,S304,Mondah_Gabon,"Migolet et al. 2022. Estimation of the total dry aboveground biomass in the tropical forests of Congo Basin using optical, LiDAR, and radar data. GIScience & Remote Sensing, 59(1), 431-460.",2022,GIScience & Remote Sensing,Gabon,Central-Africa,Tropical,Mixed forest,Flat / Lowland,High,Yes,SPOT,ALOS PALSAR,Airborne LiDAR,No,,,1.5,Very-high,1 â 5 m,Optical+SAR+LiDAR,Yes,,,75,Mg/ha,Statistical,MARS,Yes,No,45,Local,0.9,39.22,0.948683,1.818443
M518,S304,Mondah_Gabon,"Migolet et al. 2022. Estimation of the total dry aboveground biomass in the tropical forests of Congo Basin using optical, LiDAR, and radar data. GIScience & Remote Sensing, 59(1), 431-460.",2022,GIScience & Remote Sensing,Gabon,Central-Africa,Tropical,Mixed forest,Flat / Lowland,High,Yes,SPOT,ALOS PALSAR,Airborne LiDAR,No,,,1.5,Very-high,1 â 5 m,Optical+SAR+LiDAR,Yes,,,75,Mg/ha,Statistical,MARS,Yes,No,45,Local,0.88,39.39,0.938083,1.72183
M519,S304,Mondah_Gabon,"Migolet et al. 2022. Estimation of the total dry aboveground biomass in the tropical forests of Congo Basin using optical, LiDAR, and radar data. GIScience & Remote Sensing, 59(1), 431-460.",2022,GIScience & Remote Sensing,Gabon,Central-Africa,Tropical,Mixed forest,Flat / Lowland,High,Yes,SPOT,ALOS PALSAR,Airborne LiDAR,No,,,1.5,Very-high,1 â 5 m,Optical+SAR+LiDAR,Yes,,,75,Mg/ha,Statistical,MARS,Yes,Yes,45,Local,0.89,38.62,0.943398,1.768074
M520,S305,Betul,"Rodda et al. 2024. LiDAR-based reference aboveground biomass maps for tropical forests of South Asia and Central Africa. Scientific Data, 11, 334.",2024,Scientific Data,India,South-Asia,Tropical,Deciduous forest,Hilly,Low,Yes,,,Airborne LiDAR,No,,,100,Medium,30 â 100 m,LiDAR-only,No,,,34,Mg/ha,Statistical,Linear Regression,No,Yes,34,Local,0.76,12.85,0.87178,1.340449
M521,S305,Achanakmar,"Rodda et al. 2024. LiDAR-based reference aboveground biomass maps for tropical forests of South Asia and Central Africa. Scientific Data, 11, 334.",2024,Scientific Data,India,South-Asia,Tropical,Mixed forest,Hilly,Medium,Yes,,,Airborne LiDAR,No,,,100,Medium,30 â 100 m,LiDAR-only,No,,,16,Mg/ha,Statistical,Linear Regression,No,Yes,16,Local,0.9,27.05,0.948683,1.818443
M522,S305,Yellapur,"Rodda et al. 2024. LiDAR-based reference aboveground biomass maps for tropical forests of South Asia and Central Africa. Scientific Data, 11, 334.",2024,Scientific Data,India,South-Asia,Tropical,Mixed forest,Hilly,Medium,Yes,,,Airborne LiDAR,No,,,100,Medium,30 â 100 m,LiDAR-only,No,,,15,Mg/ha,Statistical,Linear Regression,No,Yes,15,Local,0.85,36.27,0.921954,1.6019
M523,S305,Uppangala,"Rodda et al. 2024. LiDAR-based reference aboveground biomass maps for tropical forests of South Asia and Central Africa. Scientific Data, 11, 334.",2024,Scientific Data,India,South-Asia,Tropical,Tropical moist forest,Hilly,High,Yes,,,Airborne LiDAR,No,,,100,Medium,30 â 100 m,LiDAR-only,No,,,23,Mg/ha,Statistical,Linear Regression,No,Yes,23,Local,0.64,100.44,0.8,1.098612
M524,S305,Khaoyai,"Rodda et al. 2024. LiDAR-based reference aboveground biomass maps for tropical forests of South Asia and Central Africa. Scientific Data, 11, 334.",2024,Scientific Data,Thailand,South-Asia,Tropical,Tropical moist forest,Hilly,High,Yes,,,Airborne LiDAR,No,,,100,Medium,30 â 100 m,LiDAR-only,No,,,31,Mg/ha,Statistical,Linear Regression,No,Yes,31,Local,0.65,37.4,0.806226,1.116151
M525,S305,Nachtigal,"Rodda et al. 2024. LiDAR-based reference aboveground biomass maps for tropical forests of South Asia and Central Africa. Scientific Data, 11, 334.",2024,Scientific Data,Cameroon,Central-Africa,Tropical,Mixed forest,Hilly,Medium,Yes,,,Airborne LiDAR,No,,,100,Medium,30 â 100 m,LiDAR-only,No,,,11,Mg/ha,Statistical,Linear Regression,No,Yes,11,Local,0.22,60.49,0.469042,0.508841
M526,S305,Cameroon_regional,"Rodda et al. 2024. LiDAR-based reference aboveground biomass maps for tropical forests of South Asia and Central Africa. Scientific Data, 11, 334.",2024,Scientific Data,Cameroon,Central-Africa,Tropical,Tropical moist forest,Hilly,High,Yes,,,Airborne LiDAR,No,,,100,Medium,30 â 100 m,LiDAR-only,No,,,27,Mg/ha,Statistical,Linear Regression,No,Yes,27,Regional,0.66,56.36,0.812404,1.134059
M527,S305,MabouniÃ©,"Rodda et al. 2024. LiDAR-based reference aboveground biomass maps for tropical forests of South Asia and Central Africa. Scientific Data, 11, 334.",2024,Scientific Data,Gabon,Central-Africa,Tropical,Tropical moist forest,Flat / Lowland,Medium,Yes,,,Airborne LiDAR,No,,,100,Medium,30 â 100 m,LiDAR-only,No,,,11,Mg/ha,Statistical,Linear Regression,No,Yes,11,Local,0.79,37.47,0.888819,1.416274
M528,S305,Rabi,"Rodda et al. 2024. LiDAR-based reference aboveground biomass maps for tropical forests of South Asia and Central Africa. Scientific Data, 11, 334.",2024,Scientific Data,Gabon,Central-Africa,Tropical,Tropical moist forest,Flat / Lowland,High,Yes,,,Airborne LiDAR,No,,,100,Medium,30 â 100 m,LiDAR-only,No,,,25,Mg/ha,Statistical,Linear Regression,No,Yes,25,Local,0.54,46.11,0.734847,0.939184
M529,S306,African_dense_forests,"Wan et al. 2025. Satellite-based mapping of annual canopy height and aboveground biomass in African dense forests. Frontiers in Remote Sensing, 6, 1724950.",2025,Frontiers in Remote Sensing,Multiple,Central-Africa,Tropical,Tropical moist forest,Flat / Lowland,High,Yes,Sentinel-2,Sentinel-1,GEDI,Yes,GEDI L2A,RH metrics,30,Medium,5 â 30 m,Optical+SAR+LiDAR,Yes,,,,Mg/ha,Statistical,Nonlinear Regression,Yes,No,,Regional,0.37,100.91,0.608276,0.70618
M530,S306,African_dense_forests,"Wan et al. 2025. Satellite-based mapping of annual canopy height and aboveground biomass in African dense forests. Frontiers in Remote Sensing, 6, 1724950.",2025,Frontiers in Remote Sensing,Multiple,Central-Africa,Tropical,Tropical moist forest,Flat / Lowland,High,Yes,Sentinel-2,Sentinel-1,GEDI,Yes,GEDI L2A,RH metrics,30,Medium,5 â 30 m,Optical+SAR+LiDAR,Yes,,,,Mg/ha,Statistical,Nonlinear Regression,Yes,Yes,,Regional,0.4,98.89,0.632456,0.745499
M531,S306,African_dense_forests,"Wan et al. 2025. Satellite-based mapping of annual canopy height and aboveground biomass in African dense forests. Frontiers in Remote Sensing, 6, 1724950.",2025,Frontiers in Remote Sensing,Multiple,Central-Africa,Tropical,Tropical moist forest,Flat / Lowland,High,Yes,Sentinel-2,Sentinel-1,GEDI,Yes,GEDI L2A,RH metrics,30,Medium,5 â 30 m,Optical+SAR+LiDAR,Yes,Mixed,Mixte (plusieurs types),,Mg/ha,Machine-learning,XGBoost,Yes,No,,Regional,0.49,71.59,0.7,0.867301
M532,S306,African_dense_forests,"Wan et al. 2025. Satellite-based mapping of annual canopy height and aboveground biomass in African dense forests. Frontiers in Remote Sensing, 6, 1724950.",2025,Frontiers in Remote Sensing,Multiple,Central-Africa,Tropical,Tropical moist forest,Flat / Lowland,High,Yes,Sentinel-2,Sentinel-1,GEDI,Yes,GEDI L2A,RH metrics,30,Medium,5 â 30 m,Optical+SAR+LiDAR,Yes,Mixed,Mixte (plusieurs types),,Mg/ha,Machine-learning,XGBoost,Yes,No,,Regional,0.47,71.49,0.685565,0.839539
M534,S307,DRC_All_plots,"Lamulamu et al. 2022. Assessing the Predictive Power of Democratic Republic of Congo's National Spaceborne Biomass Map over Independent Test Samples. Remote Sensing, 14, 4126.",2022,Remote Sensing,Democratic Republic of Congo,Central-Africa,Tropical,Mixed forest,Complex terrain,High,Yes,Landsat,ALOS PALSAR,Airborne LiDAR,No,,,100,Medium,30 â 100 m,Optical+SAR+LiDAR,Yes,,,470,Mg/ha,Statistical,Nonlinear Regression,No,Yes,92,National,0.58,103.6,0.761577,0.999959
M535,S307,DRC_Humid_forests,"Lamulamu et al. 2022. Assessing the Predictive Power of Democratic Republic of Congo's National Spaceborne Biomass Map over Independent Test Samples. Remote Sensing, 14, 4126.",2022,Remote Sensing,Democratic Republic of Congo,Central-Africa,Tropical,Tropical moist forest,Complex terrain,High,Yes,Landsat,ALOS PALSAR,Airborne LiDAR,No,,,100,Medium,30 â 100 m,Optical+SAR+LiDAR,Yes,,,344,Mg/ha,Statistical,Nonlinear Regression,No,No,92,National,0.33,110.5,0.574456,0.654148
M536,S307,DRC_Swamp_forests,"Lamulamu et al. 2022. Assessing the Predictive Power of Democratic Republic of Congo's National Spaceborne Biomass Map over Independent Test Samples. Remote Sensing, 14, 4126.",2022,Remote Sensing,Democratic Republic of Congo,Central-Africa,Tropical,Mixed forest,Complex terrain,High,Yes,Landsat,ALOS PALSAR,Airborne LiDAR,No,,,100,Medium,30 â 100 m,Optical+SAR+LiDAR,Yes,,,46,Mg/ha,Statistical,Nonlinear Regression,No,No,92,National,0.02,113.3,0.141421,0.142375
M537,S307,DRC_Woodland_savanna,"Lamulamu et al. 2022. Assessing the Predictive Power of Democratic Republic of Congo's National Spaceborne Biomass Map over Independent Test Samples. Remote Sensing, 14, 4126.",2022,Remote Sensing,Democratic Republic of Congo,Central-Africa,Tropical,Shrubland,Complex terrain,Low,Yes,Landsat,ALOS PALSAR,Airborne LiDAR,No,,,100,Medium,30 â 100 m,Optical+SAR+LiDAR,Yes,,,77,Mg/ha,Statistical,Nonlinear Regression,No,No,92,National,0.41,54.4,0.640312,0.758702
M506,S304,Mondah_Gabon,"Migolet et al. 2022. Estimation of the total dry aboveground biomass in the tropical forests of Congo Basin using optical, LiDAR, and radar data. GIScience & Remote Sensing, 59(1), 431-460.",2022,GIScience & Remote Sensing,Gabon,Central-Africa,Tropical,Mixed forest,Flat / Lowland,High,Yes,SPOT,ALOS PALSAR,Airborne LiDAR,No,,,1.5,Very-high,1  5 m,Optical+SAR+LiDAR,Yes,,,75,Mg/ha,Statistical,MARS,Yes,No,45,Local,0.04,134.95,0.2,0.202733
M507,S304,Mondah_Gabon,"Migolet et al. 2022. Estimation of the total dry aboveground biomass in the tropical forests of Congo Basin using optical, LiDAR, and radar data. GIScience & Remote Sensing, 59(1), 431-460.",2022,GIScience & Remote Sensing,Gabon,Central-Africa,Tropical,Mixed forest,Flat / Lowland,High,Yes,SPOT,ALOS PALSAR,Airborne LiDAR,No,,,1.5,Very-high,1  5 m,Optical+SAR+LiDAR,Yes,,,75,Mg/ha,Statistical,MARS,Yes,No,45,Local,0.26,96.86,0.509902,0.562597
M508,S304,Mondah_Gabon,"Migolet et al. 2022. Estimation of the total dry aboveground biomass in the tropical forests of Congo Basin using optical, LiDAR, and radar data. GIScience & Remote Sensing, 59(1), 431-460.",2022,GIScience & Remote Sensing,Gabon,Central-Africa,Tropical,Mixed forest,Flat / Lowland,High,Yes,SPOT,ALOS PALSAR,Airborne LiDAR,No,,,1.5,Very-high,1  5 m,Optical+SAR+LiDAR,Yes,,,75,Mg/ha,Statistical,MARS,Yes,No,45,Local,0.42,86.7,0.648074,0.771971
M509,S304,Mondah_Gabon,"Migolet et al. 2022. Estimation of the total dry aboveground biomass in the tropical forests of Congo Basin using optical, LiDAR, and radar data. GIScience & Remote Sensing, 59(1), 431-460.",2022,GIScience & Remote Sensing,Gabon,Central-Africa,Tropical,Mixed forest,Flat / Lowland,High,Yes,SPOT,ALOS PALSAR,Airborne LiDAR,No,,,1.5,Very-high,1  5 m,Optical+SAR+LiDAR,Yes,,,75,Mg/ha,Statistical,MARS,Yes,No,45,Local,0.47,82.21,0.685565,0.839539
M510,S304,Mondah_Gabon,"Migolet et al. 2022. Estimation of the total dry aboveground biomass in the tropical forests of Congo Basin using optical, LiDAR, and radar data. GIScience & Remote Sensing, 59(1), 431-460.",2022,GIScience & Remote Sensing,Gabon,Central-Africa,Tropical,Mixed forest,Flat / Lowland,High,Yes,SPOT,ALOS PALSAR,Airborne LiDAR,No,,,1.5,Very-high,1  5 m,Optical+SAR+LiDAR,Yes,,,75,Mg/ha,Statistical,MARS,Yes,No,45,Local,0.12,120.42,0.34641,0.361358
M511,S304,Mondah_Gabon,"Migolet et al. 2022. Estimation of the total dry aboveground biomass in the tropical forests of Congo Basin using optical, LiDAR, and radar data. GIScience & Remote Sensing, 59(1), 431-460.",2022,GIScience & Remote Sensing,Gabon,Central-Africa,Tropical,Mixed forest,Flat / Lowland,High,Yes,SPOT,ALOS PALSAR,Airborne LiDAR,No,,,1.5,Very-high,1  5 m,Optical+SAR+LiDAR,Yes,,,75,Mg/ha,Statistical,MARS,Yes,No,45,Local,0.69,64.81,0.830662,1.190268
M512,S304,Mondah_Gabon,"Migolet et al. 2022. Estimation of the total dry aboveground biomass in the tropical forests of Congo Basin using optical, LiDAR, and radar data. GIScience & Remote Sensing, 59(1), 431-460.",2022,GIScience & Remote Sensing,Gabon,Central-Africa,Tropical,Mixed forest,Flat / Lowland,High,Yes,SPOT,ALOS PALSAR,Airborne LiDAR,No,,,1.5,Very-high,1  5 m,Optical+SAR+LiDAR,Yes,,,75,Mg/ha,Statistical,MARS,Yes,No,45,Local,0.84,45.23,0.916515,1.566798
M513,S304,Mondah_Gabon,"Migolet et al. 2022. Estimation of the total dry aboveground biomass in the tropical forests of Congo Basin using optical, LiDAR, and radar data. GIScience & Remote Sensing, 59(1), 431-460.",2022,GIScience & Remote Sensing,Gabon,Central-Africa,Tropical,Mixed forest,Flat / Lowland,High,Yes,SPOT,ALOS PALSAR,Airborne LiDAR,No,,,1.5,Very-high,1  5 m,Optical+SAR+LiDAR,Yes,,,75,Mg/ha,Statistical,MARS,Yes,No,45,Local,0.38,92.94,0.616441,0.719244
M514,S304,Mondah_Gabon,"Migolet et al. 2022. Estimation of the total dry aboveground biomass in the tropical forests of Congo Basin using optical, LiDAR, and radar data. GIScience & Remote Sensing, 59(1), 431-460.",2022,GIScience & Remote Sensing,Gabon,Central-Africa,Tropical,Mixed forest,Flat / Lowland,High,Yes,SPOT,ALOS PALSAR,Airborne LiDAR,No,,,1.5,Very-high,1  5 m,Optical+SAR+LiDAR,Yes,,,75,Mg/ha,Statistical,MARS,Yes,No,45,Local,0.44,88.89,0.663325,0.798728
M515,S304,Mondah_Gabon,"Migolet et al. 2022. Estimation of the total dry aboveground biomass in the tropical forests of Congo Basin using optical, LiDAR, and radar data. GIScience & Remote Sensing, 59(1), 431-460.",2022,GIScience & Remote Sensing,Gabon,Central-Africa,Tropical,Mixed forest,Flat / Lowland,High,Yes,SPOT,ALOS PALSAR,Airborne LiDAR,No,,,1.5,Very-high,1  5 m,Optical+SAR+LiDAR,Yes,,,75,Mg/ha,Statistical,MARS,Yes,No,45,Local,0.59,87.64,0.768115,1.015714
M516,S304,Mondah_Gabon,"Migolet et al. 2022. Estimation of the total dry aboveground biomass in the tropical forests of Congo Basin using optical, LiDAR, and radar data. GIScience & Remote Sensing, 59(1), 431-460.",2022,GIScience & Remote Sensing,Gabon,Central-Africa,Tropical,Mixed forest,Flat / Lowland,High,Yes,SPOT,ALOS PALSAR,Airborne LiDAR,No,,,1.5,Very-high,1  5 m,Optical+SAR+LiDAR,Yes,,,75,Mg/ha,Statistical,MARS,Yes,No,45,Local,0.86,52.61,0.927362,1.63921
M517,S304,Mondah_Gabon,"Migolet et al. 2022. Estimation of the total dry aboveground biomass in the tropical forests of Congo Basin using optical, LiDAR, and radar data. GIScience & Remote Sensing, 59(1), 431-460.",2022,GIScience & Remote Sensing,Gabon,Central-Africa,Tropical,Mixed forest,Flat / Lowland,High,Yes,SPOT,ALOS PALSAR,Airborne LiDAR,No,,,1.5,Very-high,1  5 m,Optical+SAR+LiDAR,Yes,,,75,Mg/ha,Statistical,MARS,Yes,No,45,Local,0.9,39.22,0.948683,1.818443
M518,S304,Mondah_Gabon,"Migolet et al. 2022. Estimation of the total dry aboveground biomass in the tropical forests of Congo Basin using optical, LiDAR, and radar data. GIScience & Remote Sensing, 59(1), 431-460.",2022,GIScience & Remote Sensing,Gabon,Central-Africa,Tropical,Mixed forest,Flat / Lowland,High,Yes,SPOT,ALOS PALSAR,Airborne LiDAR,No,,,1.5,Very-high,1  5 m,Optical+SAR+LiDAR,Yes,,,75,Mg/ha,Statistical,MARS,Yes,No,45,Local,0.88,39.39,0.938083,1.72183
M519,S304,Mondah_Gabon,"Migolet et al. 2022. Estimation of the total dry aboveground biomass in the tropical forests of Congo Basin using optical, LiDAR, and radar data. GIScience & Remote Sensing, 59(1), 431-460.",2022,GIScience & Remote Sensing,Gabon,Central-Africa,Tropical,Mixed forest,Flat / Lowland,High,Yes,SPOT,ALOS PALSAR,Airborne LiDAR,No,,,1.5,Very-high,1  5 m,Optical+SAR+LiDAR,Yes,,,75,Mg/ha,Statistical,MARS,Yes,Yes,45,Local,0.89,38.62,0.943398,1.768074
M520,S305,Betul,"Rodda et al. 2024. LiDAR-based reference aboveground biomass maps for tropical forests of South Asia and Central Africa. Scientific Data, 11, 334.",2024,Scientific Data,India,South-Asia,Tropical,Deciduous forest,Hilly,Low,Yes,,,Airborne LiDAR,No,,,100,Medium,30  100 m,LiDAR-only,No,,,34,Mg/ha,Statistical,Linear Regression,No,Yes,34,Local,0.76,12.85,0.87178,1.340449
M521,S305,Achanakmar,"Rodda et al. 2024. LiDAR-based reference aboveground biomass maps for tropical forests of South Asia and Central Africa. Scientific Data, 11, 334.",2024,Scientific Data,India,South-Asia,Tropical,Mixed forest,Hilly,Medium,Yes,,,Airborne LiDAR,No,,,100,Medium,30  100 m,LiDAR-only,No,,,16,Mg/ha,Statistical,Linear Regression,No,Yes,16,Local,0.9,27.05,0.948683,1.818443
M522,S305,Yellapur,"Rodda et al. 2024. LiDAR-based reference aboveground biomass maps for tropical forests of South Asia and Central Africa. Scientific Data, 11, 334.",2024,Scientific Data,India,South-Asia,Tropical,Mixed forest,Hilly,Medium,Yes,,,Airborne LiDAR,No,,,100,Medium,30  100 m,LiDAR-only,No,,,15,Mg/ha,Statistical,Linear Regression,No,Yes,15,Local,0.85,36.27,0.921954,1.6019
M523,S305,Uppangala,"Rodda et al. 2024. LiDAR-based reference aboveground biomass maps for tropical forests of South Asia and Central Africa. Scientific Data, 11, 334.",2024,Scientific Data,India,South-Asia,Tropical,Tropical moist forest,Hilly,High,Yes,,,Airborne LiDAR,No,,,100,Medium,30  100 m,LiDAR-only,No,,,23,Mg/ha,Statistical,Linear Regression,No,Yes,23,Local,0.64,100.44,0.8,1.098612
M524,S305,Khaoyai,"Rodda et al. 2024. LiDAR-based reference aboveground biomass maps for tropical forests of South Asia and Central Africa. Scientific Data, 11, 334.",2024,Scientific Data,Thailand,South-Asia,Tropical,Tropical moist forest,Hilly,High,Yes,,,Airborne LiDAR,No,,,100,Medium,30  100 m,LiDAR-only,No,,,31,Mg/ha,Statistical,Linear Regression,No,Yes,31,Local,0.65,37.4,0.806226,1.116151
M525,S305,Nachtigal,"Rodda et al. 2024. LiDAR-based reference aboveground biomass maps for tropical forests of South Asia and Central Africa. Scientific Data, 11, 334.",2024,Scientific Data,Cameroon,Central-Africa,Tropical,Mixed forest,Hilly,Medium,Yes,,,Airborne LiDAR,No,,,100,Medium,30  100 m,LiDAR-only,No,,,11,Mg/ha,Statistical,Linear Regression,No,Yes,11,Local,0.22,60.49,0.469042,0.508841
M526,S305,Cameroon_regional,"Rodda et al. 2024. LiDAR-based reference aboveground biomass maps for tropical forests of South Asia and Central Africa. Scientific Data, 11, 334.",2024,Scientific Data,Cameroon,Central-Africa,Tropical,Tropical moist forest,Hilly,High,Yes,,,Airborne LiDAR,No,,,100,Medium,30  100 m,LiDAR-only,No,,,27,Mg/ha,Statistical,Linear Regression,No,Yes,27,Regional,0.66,56.36,0.812404,1.134059
M527,S305,Mabounié,"Rodda et al. 2024. LiDAR-based reference aboveground biomass maps for tropical forests of South Asia and Central Africa. Scientific Data, 11, 334.",2024,Scientific Data,Gabon,Central-Africa,Tropical,Tropical moist forest,Flat / Lowland,Medium,Yes,,,Airborne LiDAR,No,,,100,Medium,30  100 m,LiDAR-only,No,,,11,Mg/ha,Statistical,Linear Regression,No,Yes,11,Local,0.79,37.47,0.888819,1.416274
M528,S305,Rabi,"Rodda et al. 2024. LiDAR-based reference aboveground biomass maps for tropical forests of South Asia and Central Africa. Scientific Data, 11, 334.",2024,Scientific Data,Gabon,Central-Africa,Tropical,Tropical moist forest,Flat / Lowland,High,Yes,,,Airborne LiDAR,No,,,100,Medium,30  100 m,LiDAR-only,No,,,25,Mg/ha,Statistical,Linear Regression,No,Yes,25,Local,0.54,46.11,0.734847,0.939184
M529,S306,African_dense_forests,"Wan et al. 2025. Satellite-based mapping of annual canopy height and aboveground biomass in African dense forests. Frontiers in Remote Sensing, 6, 1724950.",2025,Frontiers in Remote Sensing,Multiple,Central-Africa,Tropical,Tropical moist forest,Flat / Lowland,High,Yes,Sentinel-2,Sentinel-1,GEDI,Yes,GEDI L2A,RH metrics,30,Medium,5  30 m,Optical+SAR+LiDAR,Yes,,,,Mg/ha,Statistical,Nonlinear Regression,Yes,No,,Regional,0.37,100.91,0.608276,0.70618
M530,S306,African_dense_forests,"Wan et al. 2025. Satellite-based mapping of annual canopy height and aboveground biomass in African dense forests. Frontiers in Remote Sensing, 6, 1724950.",2025,Frontiers in Remote Sensing,Multiple,Central-Africa,Tropical,Tropical moist forest,Flat / Lowland,High,Yes,Sentinel-2,Sentinel-1,GEDI,Yes,GEDI L2A,RH metrics,30,Medium,5  30 m,Optical+SAR+LiDAR,Yes,,,,Mg/ha,Statistical,Nonlinear Regression,Yes,Yes,,Regional,0.4,98.89,0.632456,0.745499
M531,S306,African_dense_forests,"Wan et al. 2025. Satellite-based mapping of annual canopy height and aboveground biomass in African dense forests. Frontiers in Remote Sensing, 6, 1724950.",2025,Frontiers in Remote Sensing,Multiple,Central-Africa,Tropical,Tropical moist forest,Flat / Lowland,High,Yes,Sentinel-2,Sentinel-1,GEDI,Yes,GEDI L2A,RH metrics,30,Medium,5  30 m,Optical+SAR+LiDAR,Yes,Mixed,Mixte (plusieurs types),,Mg/ha,Machine-learning,XGBoost,Yes,No,,Regional,0.49,71.59,0.7,0.867301
M532,S306,African_dense_forests,"Wan et al. 2025. Satellite-based mapping of annual canopy height and aboveground biomass in African dense forests. Frontiers in Remote Sensing, 6, 1724950.",2025,Frontiers in Remote Sensing,Multiple,Central-Africa,Tropical,Tropical moist forest,Flat / Lowland,High,Yes,Sentinel-2,Sentinel-1,GEDI,Yes,GEDI L2A,RH metrics,30,Medium,5  30 m,Optical+SAR+LiDAR,Yes,Mixed,Mixte (plusieurs types),,Mg/ha,Machine-learning,XGBoost,Yes,No,,Regional,0.47,71.49,0.685565,0.839539
